Country,Features,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
        Bermuda,distribution losses ,0.02177,0.0224,0.02317,0.02415,0.02506,0.0259,0.02709,0.02863,0.03017,0.03066,0.03227,0.03374,0.03402,0.03409,0.03465,0.0343,0.03458,0.03486,0.0357,0.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447,0.0375,0.041,0.041,0.041
        Canada,distribution losses ,32.237,28.074,30.009,30.458,30.699,34.717,33.574,34.563,39.013,41.123,34.11,36.454,36.734,36.672,36.599,39.657,43.641,39.936,38.801,43.115,47.271,44.365,49.353,38.315,37.72,22.132,23.225,21.165,23.502,26.326,25.902,26.647,26.011,26.03,29.295,33.263,32.537,35.407,33.525,33.548,32.891,33.037227
        Greenland,distribution losses ,0.01057,0.01078,0.01113,0.01155,0.01197,0.01218,0.01253,0.01281,0.01316,0.01379,0.01449,0.01414,0.01421,0.01659,0.0168,0.01694,0.01701,0.01806,0.01848,0.03136,0,0,0,0,0.051,0.053,0.058,0.06,0.062,0.064,0.063,0.067,0.066,0.068,0.07,0.073,0.016,0.016,0.017,0.017,0.017,0.016999884
        Mexico,distribution losses ,7.472,9.177,10.352,9.098,9.635,11.019,10.748,11.671,13.016,14.866,14.992,16.136,17.039,18.473,20.483,21.769,23.649,24.798,26.507,27.617,28.483,30.082,30.92,29.084,34.901,37.418,39.6,40.504,41.409,42.452,44.252002,45.601998,44.05,42.52,41.321999,40.639999,40.001999,43.915,42.074833,40.017884,36.985212,38.420159
        Saint Pierre and Miquelon,distribution losses ,0.00112,0.0014,0.00168,0.00168,0.0021,0.00231,0.00245,0.00252,0.00266,0.00294,0.0028,0.00294,0.00294,0.0028,0.00287,0.00273,0.00273,0.00273,0.0028,0.0028,0.004,0.003479,0.00272,0.00271,0.00216,0.00205,0.00207,0.00139,0.00102,0.0021,0.00213,0.001,0.00086,0.00088,0.0001,0.00226,0.00173,0.00076,0.00137,0.0008,0.0008,0.001284667
        United States,distribution losses ,216.0770806,184.107914,187.2470164,197.8214127,173.3299389,189.9587824,157.615058,164.3521802,161.1185471,222.486777,203.0555426,207.3651174,212.0955327,224.3075139,211.4574852,228.755098,230.6171225,224.3801505,221.055744,240.0864186,243.5111602,201.563884,247.7853351,227.5760394,265.9179766,269.217052,266.2767508,297.7659375,286.0476778,260.6504462,264.2852883,254.791868,262.7203839,255.5101531,243.5020226,245.2244445,241.7777182,227.4416463,222.3548204,215.1975074,200.7092115,224.61038
